Arreglo Aleatorio
Tamaño de arreglo,Algoritmo,Tiempo (ms),Comparaciones,Intercambios
770 | QuickSort | 0,1025 | 7327 | 3860
770 | BubbleSort | 0,7310 | 295960 | 142438
770 | SelectionSort | 0,3684 | 296065 | 764
770 | MergeSort | 0,1492 | 6452 | 3190
770 | InsertionSort | 0,6122 | 143199 | 142438
642 | QuickSort | 0,0836 | 5945 | 3528
642 | BubbleSort | 1,0795 | 205641 | 106300
642 | SelectionSort | 0,2654 | 205761 | 634
642 | InsertionSort | 0,5142 | 106935 | 106300
642 | MergeSort | 0,1207 | 5187 | 2564
258 | QuickSort | 0,0314 | 2256 | 1192
258 | BubbleSort | 0,2333 | 33150 | 16284
258 | SelectionSort | 0,1202 | 33153 | 252
258 | MergeSort | 0,0538 | 1749 | 863
258 | InsertionSort | 0,9704 | 16535 | 16284
3973 | QuickSort | 0,3203 | 55041 | 32064
3973 | BubbleSort | 14,9430 | 7886192 | 3975476
3973 | SelectionSort | 4,2959 | 7890378 | 3966
3973 | InsertionSort | 4,5978 | 3979442 | 3975476
3973 | MergeSort | 1,2829 | 42480 | 21025
10 | QuickSort | 0,0497 | 39 | 37
10 | BubbleSort | 0,0395 | 39 | 23
10 | SelectionSort | 0,0070 | 45 | 7
10 | MergeSort | 0,0089 | 23 | 10
10 | InsertionSort | 0,0040 | 30 | 23
12 | QuickSort | 0,0615 | 32 | 24
12 | BubbleSort | 0,0072 | 56 | 20
12 | SelectionSort | 0,0079 | 66 | 6
12 | InsertionSort | 0,0037 | 30 | 20
12 | MergeSort | 0,0079 | 30 | 12
14 | QuickSort | 0,0137 | 58 | 54
14 | BubbleSort | 0,0069 | 76 | 34
14 | SelectionSort | 0,0064 | 91 | 10
14 | InsertionSort | 0,0037 | 45 | 34
14 | MergeSort | 0,0069 | 36 | 15
42510 | QuickSort | 7,2218 | 766238 | 408639
42510 | BubbleSort | 3822,1367 | 903480279 | 451895815
42510 | SelectionSort | 675,6653 | 903528795 | 42501
42510 | MergeSort | 5,0981 | 600746 | 295324
42510 | InsertionSort | 586,2711 | 451938313 | 451895815
17 | QuickSort | 0,0282 | 62 | 23
17 | BubbleSort | 0,0123 | 133 | 52
17 | SelectionSort | 0,0110 | 136 | 14
17 | InsertionSort | 0,0064 | 67 | 52
17 | MergeSort | 0,0100 | 50 | 19
20 | QuickSort | 0,0291 | 74 | 36
20 | BubbleSort | 0,0210 | 184 | 100
20 | SelectionSort | 0,0139 | 190 | 18
20 | MergeSort | 0,0170 | 63 | 31
20 | InsertionSort | 0,0080 | 117 | 100
149 | QuickSort | 0,0217 | 1118 | 659
149 | BubbleSort | 0,8497 | 10906 | 5982
149 | SelectionSort | 0,4507 | 11026 | 144
149 | MergeSort | 0,0214 | 901 | 428
149 | InsertionSort | 0,3369 | 6124 | 5982
20501 | QuickSort | 13,3702 | 355294 | 217553
20501 | BubbleSort | 396,6853 | 210131929 | 104911758
20501 | SelectionSort | 115,8972 | 210135250 | 20492
20501 | MergeSort | 13,9808 | 268106 | 132320
20501 | InsertionSort | 187,5108 | 104932245 | 104911758
535 | QuickSort | 0,0533 | 4644 | 2781
535 | BubbleSort | 0,6190 | 142317 | 72865
535 | SelectionSort | 0,6466 | 142845 | 531
535 | MergeSort | 0,0787 | 4165 | 2070
535 | InsertionSort | 0,2327 | 73394 | 72865
24 | QuickSort | 0,0203 | 90 | 59
24 | BubbleSort | 0,0181 | 270 | 169
24 | SelectionSort | 0,0197 | 276 | 23
24 | MergeSort | 0,0127 | 81 | 41
24 | InsertionSort | 0,0139 | 185 | 169
24601 | QuickSort | 3,0856 | 400722 | 227360
24601 | BubbleSort | 1068,0665 | 302578605 | 150922831
24601 | SelectionSort | 138,6110 | 302592300 | 24594
24601 | MergeSort | 2,7270 | 328126 | 162740
24601 | InsertionSort | 303,8627 | 150947425 | 150922831
924 | QuickSort | 0,1142 | 9915 | 4923
924 | BubbleSort | 0,8215 | 425436 | 219348
924 | SelectionSort | 0,3070 | 426426 | 914
924 | MergeSort | 0,1754 | 7943 | 3870
924 | InsertionSort | 0,6521 | 220260 | 219348
14237 | QuickSort | 1,0733 | 245625 | 135477
14237 | BubbleSort | 171,9547 | 101331945 | 50606102
14237 | SelectionSort | 42,6151 | 101338966 | 14228
14237 | InsertionSort | 52,4017 | 50620327 | 50606102
14237 | MergeSort | 1,4183 | 178638 | 88214
29 | QuickSort | 0,0178 | 119 | 91
29 | BubbleSort | 0,0284 | 406 | 223
29 | SelectionSort | 0,0290 | 406 | 27
29 | MergeSort | 0,0179 | 109 | 56
29 | InsertionSort | 0,0185 | 247 | 223
61214 | QuickSort | 7,6576 | 1177061 | 636775
61214 | BubbleSort | 8313,7443 | 1873542636 | 936891605
61214 | SelectionSort | 1370,6105 | 1873546291 | 61206
61214 | InsertionSort | 1786,7187 | 936952810 | 936891605
61214 | MergeSort | 6,6972 | 896427 | 444479
9887 | QuickSort | 0,8987 | 149132 | 77953
9887 | BubbleSort | 80,2389 | 48856216 | 25039306
9887 | SelectionSort | 21,2501 | 48871441 | 9881
9887 | InsertionSort | 26,2046 | 25049180 | 25039306
9887 | MergeSort | 0,7917 | 118903 | 58346
4768 | QuickSort | 0,4078 | 65824 | 39908
4768 | BubbleSort | 21,3011 | 11360700 | 5705195
4768 | SelectionSort | 5,3425 | 11364528 | 4757
4768 | InsertionSort | 6,4597 | 5709957 | 5705195
4768 | MergeSort | 0,9032 | 52339 | 25651
35 | QuickSort | 0,0181 | 158 | 114
35 | BubbleSort | 0,0345 | 592 | 336
35 | SelectionSort | 0,0389 | 595 | 30
35 | InsertionSort | 0,0225 | 367 | 336
35 | MergeSort | 0,0380 | 136 | 69
42 | QuickSort | 0,0434 | 171 | 105
42 | BubbleSort | 0,0478 | 851 | 342
42 | SelectionSort | 0,0450 | 861 | 40
42 | InsertionSort | 0,0281 | 381 | 342
42 | MergeSort | 0,0310 | 172 | 77
8239 | QuickSort | 0,6600 | 119649 | 64503
8239 | BubbleSort | 67,9342 | 33927663 | 17260927
8239 | SelectionSort | 27,6881 | 33936441 | 8232
8239 | MergeSort | 0,8280 | 96706 | 48129
8239 | InsertionSort | 17,8590 | 17269159 | 17260927
50 | QuickSort | 0,0423 | 246 | 163
50 | BubbleSort | 0,0647 | 1147 | 649
50 | SelectionSort | 0,0525 | 1225 | 45
50 | MergeSort | 0,0473 | 221 | 111
50 | InsertionSort | 0,0473 | 692 | 649
179 | QuickSort | 0,0283 | 1400 | 636
179 | BubbleSort | 0,9018 | 15741 | 8331
179 | SelectionSort | 0,8626 | 15931 | 169
179 | InsertionSort | 0,4291 | 8504 | 8331
179 | MergeSort | 0,0233 | 1132 | 525
1331 | QuickSort | 0,1717 | 14943 | 7858
1331 | BubbleSort | 1,5369 | 882265 | 454071
1331 | SelectionSort | 0,7675 | 885115 | 1321
1331 | InsertionSort | 0,8241 | 455397 | 454071
1331 | MergeSort | 0,2194 | 12133 | 5898
310 | QuickSort | 0,0261 | 2421 | 1402
310 | BubbleSort | 0,2177 | 47570 | 23751
310 | SelectionSort | 0,1252 | 47895 | 305
310 | MergeSort | 0,0568 | 2162 | 1051
310 | InsertionSort | 0,6272 | 24054 | 23751
60 | QuickSort | 0,0623 | 343 | 164
60 | BubbleSort | 0,1433 | 1760 | 879
60 | SelectionSort | 0,1002 | 1770 | 51
60 | MergeSort | 0,0134 | 285 | 140
60 | InsertionSort | 0,0724 | 935 | 879
17084 | QuickSort | 2,5531 | 278173 | 154801
17084 | BubbleSort | 243,1920 | 145909291 | 73434494
17084 | SelectionSort | 67,8109 | 145922986 | 17070
17084 | InsertionSort | 78,9115 | 73451564 | 73434494
17084 | MergeSort | 2,7406 | 218730 | 108209
1597 | QuickSort | 0,1160 | 20571 | 11086
1597 | BubbleSort | 2,1323 | 1271480 | 625753
1597 | SelectionSort | 0,9429 | 1274406 | 1587
1597 | InsertionSort | 1,2286 | 627343 | 625753
1597 | MergeSort | 0,3288 | 15003 | 7341
446 | QuickSort | 0,0532 | 4453 | 2200
446 | BubbleSort | 0,5550 | 98707 | 49602
446 | SelectionSort | 0,2551 | 99235 | 436
446 | MergeSort | 0,0791 | 3364 | 1666
446 | InsertionSort | 0,2586 | 50041 | 49602
51012 | QuickSort | 10,3489 | 925795 | 505512
51012 | BubbleSort | 5919,8989 | 1301084355 | 648983662
51012 | SelectionSort | 831,4049 | 1301086566 | 50995
51012 | InsertionSort | 2036,8010 | 649034663 | 648983662
51012 | MergeSort | 9,2098 | 734246 | 362379
2759 | QuickSort | 0,2186 | 36609 | 18276
2759 | BubbleSort | 7,0420 | 3794076 | 1946399
2759 | SelectionSort | 2,6216 | 3804661 | 2751
2759 | MergeSort | 2,7267 | 28062 | 13716
2759 | InsertionSort | 2,1260 | 1949148 | 1946399
72 | QuickSort | 0,0434 | 448 | 214
72 | BubbleSort | 0,1379 | 2556 | 1312
72 | SelectionSort | 0,1046 | 2556 | 68
72 | InsertionSort | 0,0674 | 1378 | 1312
72 | MergeSort | 0,0097 | 352 | 174
29521 | QuickSort | 2,7839 | 529193 | 273099
29521 | BubbleSort | 847,0758 | 435723405 | 217338511
29521 | SelectionSort | 230,0757 | 435729960 | 29510
29521 | InsertionSort | 269,3196 | 217368023 | 217338511
29521 | MergeSort | 3,0588 | 401502 | 198289
6866 | QuickSort | 0,5789 | 109443 | 57715
6866 | BubbleSort | 39,9531 | 23566417 | 11892523
6866 | SelectionSort | 10,4621 | 23567545 | 6855
6866 | MergeSort | 0,6288 | 79018 | 38784
6866 | InsertionSort | 13,1677 | 11899379 | 11892523
1109 | QuickSort | 0,1419 | 12291 | 6279
1109 | BubbleSort | 1,4140 | 611685 | 306968
1109 | SelectionSort | 0,6946 | 614386 | 1102
1109 | MergeSort | 0,2207 | 9824 | 4844
1109 | InsertionSort | 0,9261 | 308068 | 306968
86 | QuickSort | 0,0811 | 512 | 288
86 | BubbleSort | 0,1972 | 3640 | 1622
86 | SelectionSort | 0,2277 | 3655 | 82
86 | InsertionSort | 0,0888 | 1701 | 1622
86 | MergeSort | 0,0162 | 446 | 216
215 | QuickSort | 0,0452 | 1538 | 844
215 | BubbleSort | 1,1005 | 22939 | 11625
215 | SelectionSort | 0,7479 | 23005 | 207
215 | MergeSort | 0,0364 | 1406 | 674
215 | InsertionSort | 0,7188 | 11835 | 11625
11864 | QuickSort | 1,0144 | 196114 | 110101
11864 | BubbleSort | 119,2102 | 70370326 | 35277100
11864 | SelectionSort | 31,1722 | 70371316 | 11852
11864 | InsertionSort | 35,5905 | 35288951 | 35277100
11864 | MergeSort | 1,2064 | 145828 | 71850
5722 | QuickSort | 0,3938 | 84834 | 46105
5722 | BubbleSort | 29,7866 | 16365828 | 8231208
5722 | SelectionSort | 8,3337 | 16367781 | 5713
5722 | MergeSort | 0,4769 | 64318 | 31487
5722 | InsertionSort | 9,3521 | 8236919 | 8231208
35425 | QuickSort | 5,1504 | 622761 | 327811
35425 | BubbleSort | 2381,5469 | 627417710 | 312935283
35425 | SelectionSort | 350,9985 | 627447600 | 35419
35425 | MergeSort | 4,4508 | 491121 | 242369
35425 | InsertionSort | 555,9512 | 312970695 | 312935283
103 | QuickSort | 0,0354 | 715 | 400
103 | BubbleSort | 0,2997 | 5247 | 2784
103 | SelectionSort | 0,3310 | 5253 | 100
103 | InsertionSort | 0,1625 | 2880 | 2784
103 | MergeSort | 0,0216 | 565 | 269
3311 | QuickSort | 0,2902 | 44717 | 24129
3311 | BubbleSort | 10,2758 | 5479110 | 2778830
3311 | SelectionSort | 3,8660 | 5479705 | 3301
3311 | InsertionSort | 3,1092 | 2782132 | 2778830
3311 | MergeSort | 2,4258 | 34650 | 16998
73457 | QuickSort | 12,7620 | 1357895 | 759836
73457 | BubbleSort | 8074,6478 | 2697871066 | 1348425459
73457 | SelectionSort | 2111,6644 | 2697928696 | 73449
73457 | InsertionSort | 2907,7689 | 1348498899 | 1348425459
73457 | MergeSort | 11,8852 | 1095820 | 541496
372 | QuickSort | 0,0441 | 3425 | 1911
372 | BubbleSort | 0,3062 | 68681 | 33925
372 | SelectionSort | 0,1776 | 69006 | 365
372 | MergeSort | 0,0664 | 2719 | 1309
372 | InsertionSort | 0,2027 | 34290 | 33925
2299 | QuickSort | 0,1864 | 30664 | 16365
2299 | BubbleSort | 4,8499 | 2640848 | 1317002
2299 | SelectionSort | 1,6688 | 2641551 | 2291
2299 | InsertionSort | 1,7536 | 1319290 | 1317002
2299 | MergeSort | 2,3250 | 22832 | 11201
124 | QuickSort | 0,0150 | 751 | 487
124 | BubbleSort | 0,4361 | 7436 | 3471
124 | SelectionSort | 0,4264 | 7626 | 119
124 | InsertionSort | 0,2621 | 3591 | 3471
124 | MergeSort | 0,0252 | 706 | 347
1916 | QuickSort | 0,1495 | 24032 | 13299
1916 | BubbleSort | 3,8034 | 1832859 | 926115
1916 | SelectionSort | 1,0094 | 1834570 | 1911
1916 | InsertionSort | 2,2486 | 928025 | 926115
1916 | MergeSort | 2,0076 | 18453 | 9074

Arreglo Ordenado
